gid,lbl,val_200,d_name,cctv_21,g2_env,g3_flow,w1_female,w2_dandock,index_k,index_rank
다사446444,N/A,0,구로1동,0,0,2,1,1,2,1209
다사412432,268,268,오류2동,7.822,0,2,1,1.041,10.225,415
다사463435,374,374,구로3동,7.951,0,2,1.095,1,10.896,369
다사438452,306,306,고척1동,1.084,0,2.5,1,1.041,3.731,1038
다사437456,8,8,고척2동,10,0,0,1,1,10,439
다사419429,638,638,오류2동,10,0,2,1.095,1,13.14,107
다사420437,205,205,오류2동,7.197,0,2,1,1.041,9.574,478
다사410440,355,355,수궁동,4.268,0,2,1,1.041,6.525,771
다사398429,323,323,항동,10,0,2.5,1,1,12.5,200
다사429449,233,233,개봉1동,1.461,0,2,1,1.041,3.603,1057
다사448444,974,974,구로1동,9.8,0,2,1.095,1,12.921,172
다사411433,100,100,오류2동,8.519,0,1,1,1,9.519,482
다사415431,190,190,오류2동,3.226,0,2,1.095,1,5.722,842
다사460454,757,757,구로5동,10,0,3,1.095,1,14.235,38
다사400429,54,54,항동,10,0,1.5,1,1.041,11.971,263
다사432457,206,206,고척2동,10,0,2,1,1,12,245
다사431434,442,442,개봉3동,0.081,0.385,2,1,1,2.466,1170
다사413446,66,66,오류1동,7.732,0,1,1,1.041,9.09,515
다사416435,232,232,오류2동,0.461,0.155,2,1,1,2.616,1158
다사423454,471,471,고척2동,0.129,0,2,1,1.041,2.216,1187
다사452443,361,361,구로2동,5.486,2.22,2,1,1.041,10.104,429
다사422452,379,379,개봉1동,1.437,0.715,2,1,1.041,4.322,989
다사424442,284,284,오류1동,10,0,1,1.095,1,12.045,233
다사458429,253,253,가리봉동,0,0,2,1,1.041,2.082,1200
다사442449,N/A,0,고척1동,0,0,1,1,1.041,1.041,1290
다사467432,261,261,구로3동,10,0,2,1.095,1,13.14,107
다사404443,114,114,수궁동,9.35,0,1,1,1,10.35,400
다사420445,264,264,오류1동,3.154,0,2,1,1.041,5.365,877
다사448436,444,444,구로1동,9.841,0,2,1.095,1,12.966,168
다사425452,254,254,고척2동,0,0,1.5,1,1.041,1.562,1252
다사426455,558,558,고척2동,5.701,0,1.5,1,1,7.201,704
다사440447,47,47,고척1동,1.239,1.315,1,1,1,3.554,1060
다사449446,N/A,0,구로1동,0,0,2,1,1,2,1209
다사459439,441,441,구로2동,3.582,0,2,1,1.041,5.811,833
다사434441,N/A,0,개봉1동,0,1.175,2,1,1,3.175,1099
다사454454,580,580,신도림동,6.849,0,2.5,1.095,1,10.237,411
다사406442,482,482,수궁동,9.681,0,2,1,1,11.681,282
다사468425,507,507,구로3동,6.386,0,2,1.095,1,9.183,509
다사418442,466,466,오류1동,5.054,0,2,1.095,1,7.724,648
다사410428,N/A,0,오류2동,0,0,1,1,1,1,1330
다사433438,637,637,개봉2동,9.766,0,2,1.095,1,12.884,175
다사455428,9,9,가리봉동,8.096,0,0,1,1,8.096,616
다사418422,174,174,오류2동,10,0,2,1,1,12,245
다사436440,280,280,개봉1동,9.272,0,2,1,1,11.272,332
다사461439,92,92,구로4동,2.527,0.455,2,1,1.041,5.186,895
다사462451,681,681,구로5동,2.666,0.715,3,1.095,1.041,7.274,694
다사419448,243,243,개봉1동,6.75,0,2,1,1,8.75,552
다사421446,404,404,개봉1동,1.351,0,2,1,1.041,3.488,1070
다사458451,N/A,0,구로5동,0,0.555,2,1,1.041,2.66,1150
다사455451,195,195,구로5동,10,0,2,1.095,1.041,13.679,76
다사457447,208,208,구로5동,3.159,0,2,1,1.041,5.371,875
다사458439,319,319,구로2동,0.312,0,2,1,1.041,2.407,1174
다사459452,N/A,0,구로5동,0,0.835,2,1,1,2.835,1136
다사416443,389,389,오류1동,9.264,0,2,1.095,1.041,12.84,177
다사459447,156,156,구로5동,0.578,0.265,2,1,1.041,2.96,1124
다사462440,244,244,구로4동,0.006,0,2,1,1.041,2.088,1198
다사409440,532,532,수궁동,3.608,0,2,1,1.041,5.838,832
다사463423,53,53,가리봉동,3.571,0,2,1,1.041,5.799,834
다사401435,128,128,수궁동,8.542,0,1.5,1,1,10.042,434
다사449432,25,25,구로1동,5.204,0,1.5,1,1,6.704,753
다사418451,330,330,개봉1동,3.79,0,1.5,1,1.041,5.507,864
다사447441,700,700,구로1동,1.167,0,2,1.095,1,3.468,1072
다사456434,121,121,구로4동,0.771,0.755,1,1,1.041,2.63,1156
다사414444,230,230,오류1동,5.038,0,2,1,1.041,7.327,687
다사403441,193,193,수궁동,1.743,0,1,1,1,2.743,1141
다사430450,1045,1045,고척2동,9.393,0,2,1,1,11.393,317
다사452436,255,255,구로2동,2.298,0,2,1,1.041,4.474,963
다사437445,118,118,고척1동,9.197,0,2,1,1,11.197,340
다사420429,407,407,오류2동,10,0,2,1.095,1,13.14,107
다사428447,339,339,개봉1동,0.778,0,1,1,1.041,1.851,1234
다사433456,127,127,고척2동,10,0,1.5,1,1.041,11.971,263
다사415427,163,163,오류2동,6.228,0,2,1,1,8.228,602
다사407444,228,228,수궁동,3.146,0.265,2,1,1.041,5.633,850
다사435450,447,447,고척1동,6.296,0.555,2,1,1,8.851,543
다사430440,71,71,개봉2동,3.88,0,2,1,1,5.88,827
다사431449,364,364,고척1동,5.111,0,2,1.095,1.041,8.106,615
다사447440,363,363,구로1동,8.37,0,2,1,1,10.37,398
다사428430,405,405,개봉3동,1.872,0,2,1,1.041,4.031,1012
다사431450,835,835,고척2동,9.421,0,2,1.095,1,12.506,199
다사395441,N/A,0,수궁동,0,0,1,1,1,1,1330
다사427446,290,290,개봉1동,2.086,0,1.5,1,1.041,3.733,1037
다사455450,798,798,구로5동,9.786,0,2,1.095,1,12.906,174
다사459446,210,210,구로5동,0,0,1,1.095,1.041,1.14,1285
다사415439,N/A,0,오류2동,0,0,2,1,1,2,1209
다사403425,449,449,항동,10,0,2,1.095,1,13.14,107
다사423448,569,569,개봉1동,7.333,0,2,1.095,1,10.22,417
다사427448,293,293,고척2동,4.121,0.68,1.5,1,1.041,6.559,766
다사428433,516,516,개봉3동,3.521,0,2,1,1.041,5.747,841
다사407433,286,286,오류2동,4.376,0,2,1,1,6.376,783
다사427427,280,280,개봉3동,5.756,0,2,1.095,1.041,8.841,544
다사402425,585,585,항동,10,0,2,1.095,1,13.14,107
다사460447,733,733,구로5동,4.868,0.315,2,1.095,1,7.865,631
다사431454,158,158,고척2동,5.686,0,2,1,1,7.686,654
다사397444,20,20,수궁동,8.752,0,1,1,1,9.752,467
다사421440,201,201,오류2동,0.54,0.5,2,1,1.041,3.165,1101
다사452456,59,59,신도림동,7.998,0,1,1,1.041,9.367,491
다사414433,81,81,오류2동,4.536,0,2,1,1.041,6.804,741
다사455435,141,141,구로2동,5.085,1.6,1.5,1,1.041,8.521,573
다사458459,688,688,신도림동,10,0,2,1,1,12,245
다사454435,308,308,구로2동,0.057,0,1,1,1.041,1.1,1288
다사457431,426,426,구로4동,0.073,2.5,2,1,1,4.573,954
다사446439,377,377,구로1동,1.969,0,2,1.095,1,4.346,983
다사402432,272,272,항동,5.489,0,2,1.095,1,8.2,606
다사430453,339,339,고척2동,0,0,2,1,1.041,2.082,1200
다사458431,394,394,구로3동,0.006,0.73,2,1,1,2.736,1142
다사452447,184,184,구로2동,5.855,0,1.5,1.095,1,8.054,620
다사398437,39,39,수궁동,6.606,0.625,1,1,1.041,8.568,571
다사400440,38,38,수궁동,8.922,0,1,1,1.041,10.329,403
다사407445,326,326,수궁동,0.996,0,2,1,1.041,3.119,1108
다사447443,408,408,구로1동,8.615,0,2,1,1,10.615,387
다사462436,37,37,구로4동,0.092,0.665,1,1,1.041,1.829,1236
다사396444,20,20,수궁동,9.356,0,1,1,1.041,10.781,378
다사409442,353,353,수궁동,1.362,0.625,2,1.095,1,4.366,978
다사450459,7,7,신도림동,9.959,0,1,1,1.041,11.408,314
다사404427,209,209,항동,10,0,1,1.095,1,12.045,233
다사410439,N/A,0,오류2동,0,0,1.5,1,1,1.5,1261
다사437441,854,854,개봉1동,10,0,1.5,1.095,1,12.593,189
다사459454,315,315,구로5동,10,0,2,1.095,1,13.14,107
다사418436,335,335,오류2동,0.934,0,2,1,1.041,3.054,1112
다사420442,219,219,오류1동,1.133,1.955,2,1.095,1,5.571,855
다사448448,N/A,0,구로2동,0,0,1,1,1,1,1330
다사449434,252,252,구로1동,7.264,0,1,1,1,8.264,592
다사457456,1087,1087,신도림동,7.913,0,2,1.095,1,10.855,371
다사451442,38,38,구로2동,6.328,0,1,1.095,1,8.024,624
다사428440,249,249,개봉2동,2.154,0,2,1,1.041,4.324,988
다사448441,724,724,구로1동,7.055,0,2,1.095,1,9.915,450
다사461431,435,435,구로3동,9.985,0,2,1.095,1,13.124,147
다사447444,1174,1174,구로1동,7.892,0,2,1.095,1,10.832,373
다사417435,374,374,오류2동,6.951,0,2,1.095,1,9.801,462
다사399439,138,138,수궁동,1.825,0,1,1,1,2.825,1139
다사428432,480,480,개봉3동,1.824,0,2,1,1.041,3.981,1018
다사437446,358,358,고척1동,9.694,0,2,1,1,11.694,281
다사422440,478,478,오류2동,0.608,0,2,1,1.041,2.715,1144
다사428450,254,254,고척2동,1.56,0,2,1,1.041,3.706,1044
다사441449,233,233,고척1동,6.234,0,1,1,1.041,7.531,667
다사455432,269,269,구로2동,0.69,0.555,1.5,1,1.041,2.858,1134
다사454457,487,487,신도림동,10,0,2,1.095,1,13.14,107
다사417450,104,104,개봉1동,9.773,0,1,1,1,10.773,379
다사455430,156,156,가리봉동,1.944,0,1,1,1.041,3.065,1111
다사467426,714,714,구로3동,0.002,0.295,2,1.095,1.041,2.618,1157
다사447452,7,7,구로2동,3.724,0.24,1,1,1,4.964,921
다사460425,223,223,가리봉동,1.281,1.875,1.5,1,1.041,4.847,931
다사403432,233,233,항동,5.371,0,1.5,1,1,6.871,729
다사423441,36,36,오류1동,8.686,0,2,1,1,10.686,384
다사435437,1293,1293,개봉2동,5.995,0,2,1,1,7.995,627
다사448455,328,328,신도림동,10,0,2,1,1,12,245
다사414430,337,337,오류2동,4.339,0,2,1,1,6.339,788
다사410432,39,39,오류2동,10,0,0,1,1,10,439
다사433449,95,95,고척1동,2.879,0,2,1,1.041,5.079,906
다사461442,912,912,구로4동,7.405,0.65,2,1.095,1,11.01,353
다사460429,107,107,가리봉동,0.177,0.295,1.5,1,1.041,2.053,1208
다사464424,158,158,가리봉동,0.821,0,2,1,1.041,2.937,1130
다사424453,466,466,고척2동,2.821,0,2,1,1.041,5.019,914
다사426456,418,418,고척2동,9.983,0,2,1,1,11.983,261
다사411440,165,165,수궁동,1.22,0.535,2,1,1.041,3.909,1022
다사402431,82,82,항동,9.527,0,1,1,1.041,10.959,364
다사455443,334,334,구로2동,1.416,0,1.5,1,1.041,3.036,1114
다사427445,146,146,개봉1동,5.531,0,2,1.095,1.041,8.585,567
다사420453,N/A,0,개봉1동,0,0,1.5,1,1,1.5,1261
다사463424,455,455,가리봉동,0.118,0,2,1.095,1.041,2.414,1172
다사426452,385,385,고척2동,0,0,1.5,1,1.041,1.562,1252
다사455459,686,686,신도림동,4.246,0,2,1.095,1,6.839,734
다사460426,101,101,가리봉동,2.886,0.25,1,1,1.041,4.306,991
다사420444,248,248,오류1동,6.216,2,1.5,1,1.041,10.114,428
다사427434,389,389,개봉3동,0,0,1.5,1,1.041,1.562,1252
다사449457,88,88,신도림동,4.535,0,1,1,1,5.535,860
다사399425,579,579,항동,10,0,1,1.095,1,12.045,233
다사405423,173,173,항동,10,0,1,1,1,11,354
다사457428,152,152,가리봉동,0,1.665,2,1,1.041,3.815,1028
다사440452,249,249,고척1동,6.071,0,2,1,1,8.071,618
다사455449,156,156,구로5동,3.205,0,2,1,1.041,5.418,870
다사460427,290,290,가리봉동,0.542,0,2,1,1.041,2.646,1153
다사459427,222,222,가리봉동,0.517,0.525,1,1,1.041,2.126,1193
다사457454,928,928,신도림동,10,0,2,1.095,1,13.14,107
다사457452,911,911,구로5동,4.234,0,2,1.095,1,6.826,737
다사428443,826,826,개봉1동,10,0,2,1.095,1,13.14,107
다사397441,195,195,수궁동,6.018,0,1.5,1,1,7.518,668
다사438451,586,586,고척1동,2.45,0,2,1,1.041,4.632,949
다사457455,602,602,신도림동,10,0,2,1.095,1.041,13.679,76
다사417451,70,70,개봉1동,9.939,0,1,1,1.041,11.387,318
다사424432,N/A,0,개봉3동,0,0,1,1,1,1,1330
다사411434,479,479,오류2동,5.614,0,2,1,1,7.614,661
다사400442,153,153,수궁동,10,0,2,1,1,12,245
다사425448,270,270,개봉1동,0.999,0.24,2,1,1.041,3.372,1081
다사409438,154,154,오류2동,10,0,1,1,1.041,11.451,302
다사451448,40,40,구로2동,2.871,0,1,1,1.041,4.03,1013
다사454453,318,318,신도림동,5.838,0,2,1.095,1,8.583,568
다사460436,377,377,구로4동,6.342,0.665,2,1,1,9.007,523
다사416438,384,384,오류2동,7.59,0.355,2,1,1,9.945,446
다사460424,39,39,가리봉동,0.793,0.625,1.5,1,1.041,3.038,1113
다사463431,N/A,0,구로3동,0,0,1.5,1,1,1.5,1261
다사464437,494,494,구로4동,5.236,1.11,2,1,1.041,8.688,559
다사412442,90,90,수궁동,8.471,0,2,1,1.041,10.9,368
다사431437,368,368,개봉2동,0,0,2,1.095,1.041,2.28,1184
다사462448,327,327,구로5동,0.931,0,1.5,1.095,1,2.662,1147
다사422454,466,466,고척2동,3.342,0,2,1,1.041,5.561,856
다사407451,N/A,0,수궁동,0,0,1,1,1,1,1330
다사413443,287,287,오류1동,1.762,0,2,1,1.041,3.916,1021
다사418452,210,210,개봉1동,2.784,0,1,1,1.041,3.939,1020
다사463437,327,327,구로4동,3.588,2.5,1,1,1.041,7.379,678
다사399443,321,321,수궁동,9.909,0,2,1,1,11.909,268
다사410441,266,266,수궁동,2.243,0.18,2,1,1.041,4.604,951
다사460441,397,397,구로4동,10,0,2,1.095,1,13.14,107
다사409437,6,6,오류2동,10,0,1,1,1,11,354
다사422439,377,377,오류2동,0,0,2,1,1.041,2.082,1200
다사395420,475,475,항동,5.133,0,1,1.095,1,6.716,752
다사429452,337,337,고척2동,1.676,1.25,2,1,1.041,5.128,901
다사431452,615,615,고척2동,7.522,0,2,1,1,9.522,481
다사456444,140,140,구로2동,0.557,0,2,1,1.041,2.662,1147
다사428437,414,414,개봉2동,0.785,0.415,2,1,1.041,3.331,1085
다사416424,181,181,오류2동,9.539,0,2,1.095,1,12.635,186
다사417425,410,410,오류2동,10,0,2,1.095,1,13.14,107
다사420447,368,368,개봉1동,7.148,0,1.5,1,1.041,9.003,524
다사456443,220,220,구로2동,0.531,0,1.5,1,1.041,2.114,1195
다사467424,700,700,구로3동,5.323,0,2,1.095,1,8.019,626
다사455444,72,72,구로2동,4.106,0.37,1.5,1,1.041,6.221,799
다사460444,65,65,구로5동,2.772,0,2,1,1.041,4.968,920
다사428428,169,169,개봉3동,1.178,0,2,1.095,1.041,3.623,1054
다사408436,88,88,오류2동,10,0,2,1,1.041,12.492,210
다사467431,297,297,구로3동,10,0,2,1.095,1,13.14,107
다사412433,95,95,오류2동,6.108,0,2,1,1.041,8.44,580
다사418441,1002,1002,오류1동,1.47,1.565,2,1.095,1,5.513,862
다사430434,228,228,개봉3동,5.382,0,2,1,1.041,7.685,655
다사459430,600,600,구로3동,0.04,0.265,2,1,1,2.305,1182
다사409444,146,146,수궁동,10,0,1,1,1,11,354
다사424441,204,204,개봉2동,4.958,0,2,1,1.041,7.243,697
다사396442,233,233,수궁동,1.151,0,1.5,1,1,2.651,1152
다사428436,504,504,개봉2동,2.295,0,2,1,1.041,4.471,964
다사421454,192,192,개봉1동,0.671,0.385,2,1,1.041,3.181,1097
다사418444,43,43,오류1동,1.408,0,2,1,1.041,3.548,1062
다사406445,490,490,수궁동,1.028,0,2,1.095,1,3.316,1088
다사415423,47,47,오류2동,10,0,1,1.095,1,12.045,233
다사425431,58,58,개봉3동,4.003,0,2,1,1.041,6.249,798
다사407439,241,241,오류2동,10,0,1,1,1,11,354
다사412443,N/A,0,수궁동,0,0,2,1,1.041,2.082,1200
다사423443,509,509,오류1동,5.394,0,2,1,1,7.394,676
다사401440,40,40,수궁동,9.071,0,1,1,1,10.071,433
다사458427,50,50,가리봉동,0,1.21,2,1,1.041,3.342,1084
다사458453,1023,1023,구로5동,9.247,0,2,1.095,1,12.315,222
다사402436,204,204,수궁동,10,0,1.5,1,1,11.5,294
다사414445,112,112,오류1동,7.684,0,1.5,1,1,9.184,508
다사415446,1006,1006,오류1동,10,0,2,1,1,12,245
다사424450,289,289,고척2동,1.346,0.21,2,1,1.041,3.702,1046
다사461445,333,333,구로5동,10,0,2,1.095,1,13.14,107
다사406439,N/A,0,오류2동,0,0,1,1,1,1,1330
다사438446,103,103,고척1동,4.365,0,2,1,1,6.365,785
다사438453,35,35,고척1동,7.624,0,1,1,1.041,8.978,530
다사466434,261,261,구로3동,3.796,0,1.5,1,1,5.296,883
다사429433,489,489,개봉3동,1.628,0.5,2,1,1.041,4.297,992
다사460433,475,475,구로3동,7.084,0,2,1.095,1,9.947,445
다사399423,N/A,0,항동,0,0,1,1,1,1,1330
다사396419,386,386,항동,10,0,1.5,1,1,11.5,294
다사433436,572,572,개봉2동,4.657,0,2,1.095,1,7.289,689
다사459440,234,234,구로2동,6.36,0.5,1.5,1,1.041,8.703,557
다사430447,327,327,개봉1동,5.705,0,1.5,1,1.041,7.5,671
다사453453,1354,1354,신도림동,10,0,2,1.095,1,13.14,107
다사460439,288,288,구로2동,2.88,0,2,1,1.041,5.08,905
다사433453,138,138,고척2동,3.426,0.335,2,1.095,1,6.308,791
다사462430,216,216,구로3동,1.538,0,2,1,1,3.538,1064
다사456450,403,403,구로5동,6.752,0,2,1.095,1.041,9.976,442
다사456435,183,183,구로4동,3.19,0.635,1.5,1,1.041,5.543,857
다사418448,274,274,개봉1동,5.21,0,2,1,1.041,7.506,670
다사403446,N/A,0,수궁동,0,0,1,1,1,1,1330
다사459429,264,264,가리봉동,0.556,0,2,1,1.041,2.661,1149
다사418443,247,247,오류1동,2.511,0,2,1,1.041,4.696,940
다사431438,501,501,개봉2동,5.056,0,2,1,1.041,7.345,684
다사462444,848,848,구로5동,3.79,0,2,1.095,1,6.34,787
다사425451,380,380,고척2동,0,0,1.5,1,1.041,1.562,1252
다사403443,335,335,수궁동,2.003,0,1,1.095,1,3.288,1090
다사422449,94,94,개봉1동,9.492,0.555,2,1,1.041,12.541,197
다사418427,24,24,오류2동,5.461,0,2,1,1.041,7.767,642
다사458428,256,256,가리봉동,0.09,1.11,2,1,1.041,3.331,1085
다사403435,246,246,오류2동,8.122,0.385,1,1.095,1,10.41,396
다사455460,391,391,신도림동,0.968,0,1,1.095,1,2.155,1189
다사409448,107,107,수궁동,7.943,0,1,1,1,8.943,536
다사427436,663,663,개봉2동,0.229,0,2,1,1,2.229,1185
다사433434,392,392,개봉3동,2.974,0,1,1.095,1.041,4.53,959
다사434453,271,271,고척2동,4.698,0,2,1.095,1,7.334,686
다사457427,112,112,가리봉동,0.59,0,2,1,1.041,2.696,1145
다사418445,130,130,오류1동,2.322,0,1,1,1,3.322,1087
다사449453,152,152,신도림동,4.612,0.57,2,1.095,1,7.864,632
다사430438,40,40,개봉2동,3.711,0.225,2,1,1.041,6.179,804
다사427437,600,600,개봉2동,0.44,0,2,1.095,1,2.672,1146
다사438441,1387,1387,고척1동,9.245,0,2,1.095,1,12.313,223
다사435440,240,240,개봉1동,5.08,0,2,1.095,1,7.753,645
다사457430,61,61,구로3동,0,1.455,2,1,1.041,3.597,1058
다사448437,501,501,구로1동,4.622,0,2,1,1,6.622,761
다사459443,232,232,구로5동,0.248,0,2,1.095,1.041,2.562,1161
다사418439,264,264,오류2동,5.769,0,2,1,1,7.769,641
다사454434,313,313,구로2동,1.471,0,1.5,1,1.041,3.093,1109
다사460458,304,304,신도림동,5.875,0.74,1.5,1.095,1,8.886,541
다사399438,113,113,수궁동,3.476,0.19,1,1.095,1,5.109,903
다사417424,574,574,오류2동,10,0,2,1.095,1,13.14,107
다사421453,405,405,개봉1동,2.375,0,2,1,1.041,4.554,957
다사426441,200,200,개봉2동,9.221,0,2,1,1.041,11.681,282
다사436444,21,21,고척1동,4.213,0,2,1,1,6.213,801
다사426433,168,168,개봉3동,3.644,0,1,1,1.041,4.834,932
다사415441,314,314,오류1동,3.848,0,2,1,1.041,6.088,811
다사411443,88,88,수궁동,6.613,0,2,1,1.041,8.966,532
다사419446,345,345,오류1동,4.255,0,1.5,1,1.041,5.991,819
다사415433,149,149,오류2동,4.006,0.575,2,1.095,1,7.206,702
다사410437,N/A,0,오류2동,0,0,1,1,1.041,1.041,1290
다사451443,82,82,구로2동,9.603,0,1,1,1.041,11.038,352
다사460431,596,596,구로3동,4.048,0,2,1.095,1,6.623,760
다사419427,33,33,오류2동,5.376,0,2,1,1.041,7.678,656
다사427450,214,214,고척2동,0.356,0,1.5,1,1.041,1.932,1232
다사462427,N/A,0,구로3동,0,0.5,1,1,1,1.5,1261
다사412431,12,12,오류2동,10,0,1.5,1,1.041,11.971,263
다사462446,474,474,구로5동,2.451,0.83,2,1,1,5.281,887
다사408439,163,163,오류2동,10,0,1,1,1.041,11.451,302
다사421455,64,64,고척2동,6.265,0.24,2,1,1,8.505,574
다사463442,547,547,구로4동,7.362,0,2,1.095,1,10.251,408
다사419437,279,279,오류2동,2.457,0,2,1,1.041,4.64,947
다사464430,N/A,0,구로3동,0,0,1.5,1,1,1.5,1261
다사420448,587,587,개봉1동,6.25,0.525,2,1,1.041,9.135,514
다사460442,273,273,구로5동,9.281,0,2,1.095,1,12.353,220
다사427428,415,415,개봉3동,1.404,0,2,1,1.041,3.544,1063
다사460456,1359,1359,신도림동,10,0,2,1.095,1,13.14,107
다사454448,14,14,구로5동,4.995,0.105,1.5,1,1,6.6,762
다사403436,120,120,수궁동,6.028,0.625,1,1,1,7.653,658
다사403448,N/A,0,수궁동,0,0,1,1,1.041,1.041,1290
다사461450,70,70,구로5동,4.868,0,2,1,1,6.868,731
다사425437,N/A,0,개봉2동,0,0,1,1,1,1,1330
다사454442,202,202,구로2동,0.405,0.335,1.5,1,1.041,2.332,1180
